text,label,source
"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",0,fiqa
"EU drops Shell, BP, Statoil from ethanol benchmark investigation",2,fiqa
AstraZeneca Explores Potential Deal With Acerta for Cancer Drug,2,fiqa
Shell and BG Shareholders to Vote on Deal at End of January,1,fiqa
AstraZeneca chases Acerta to secure next cancer drug winner,2,fiqa
CompaniesTesco off to a bad start over Xmas â€“ Kantar,0,fiqa
"DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...",2,fiqa
Why AstraZeneca plc & Dixons Carphone PLC Are Red-Hot Growth Stars!,2,fiqa
BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal,2,fiqa
ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,2,fiqa
Glencore Studies Possible IPO for Agricultural Trading Business,2,fiqa
Can Christmas Save Sainsbury's plc And Tesco plc?,0,fiqa
UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal,2,fiqa
Bilfinger Industrial Services win Â£100m BP contract extension,2,fiqa
"Standard Chartered, RBS Escape Capital Raising in Stress Test",2,fiqa
AstraZeneca weighing up Acerta bid to secure blood cancer drug,2,fiqa
GlaxoSmithKline set to complete $20 billion Novartis asset swap next week,2,fiqa
2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,2,fiqa
L&G completes UK's largest medically underwritten bulk pension risk deal,2,fiqa
Meggitt share price tumbles as profit falls in 'challenging year',0,fiqa
Drugmaker Shire to buy Baxalta for $32 billion after 6-month pursuit,2,fiqa
Kingfisher share price slides on cost to implement new strategy,0,fiqa
Shire says internal synergy goals from Baxalta deal higher,2,fiqa
"European shares plunge, roiled by BHP and oil; hopes turn to ECB",0,fiqa
Morrisons and Debenhams surprise City with Christmas bounce back,2,fiqa
"Britain's FTSE falls back with Ashtead, commodities under pressure",0,fiqa
Tesco shares jump 6% after Christmas sales beat expectations,2,fiqa
"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up",2,fiqa
CompaniesHome Retail trims gains but is considered 'in play',2,fiqa
Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,2,fiqa
Investors Remain Skeptical About Shell-BG Deal,0,fiqa
MarketsShire up 2.5% and Baxalta up 6% on $32bn deal,2,fiqa
Shire share price under pressure after $32bn Baxalta deal,0,fiqa
Valeant Names Interim Leader as CEO Remains Hospitalized,1,fiqa
Valeant Said to Name New CEO With Pearson Still Hospitalized,1,fiqa
Shares in BAE Systems hit 10-month high on rating upgrade,2,fiqa
Japan's Asahi to submit bid next week for SABMiller's Grolsch and Peroni - Yomiuri,2,fiqa
Analyst Views: Astrazeneca shares have seen recent volatility; what will 2015 ...,0,fiqa
CompaniesDixons Carphone to close 134 UK stores as sales jump,2,fiqa
"Broker tips: RBS, Croda, Sage",2,fiqa
Shell share price: Standard Life announce position against BG acquisition,0,fiqa
Tesco share price down as grocer faces SFO investigation outcome,0,fiqa
"Britain's FTSE outperforms Europe, Royal Mail and Tesco rise",2,fiqa
Greene King's third quarter sales boosted by festive season,2,fiqa
ARM Royalties Accelerate as Smartphone Market Regains Strength,2,fiqa
ConAgra Names Former Hillshire Farms CEO Connolly to Top Post,2,fiqa
InterContinental Hotels Group share price climbs on $1.5bn special dividend,2,fiqa
Amazon to attack UK grocery market with Morrisons deal,2,fiqa
AstraZeneca share price: Acerta deal pays off with orphan drug status,2,fiqa
"BHP Billiton posts big loss, slashes dividend",0,fiqa
Merged LSE and Deutsche BÃ¶rse would be led by Germany's Kengeter,2,fiqa
BG Group appoints new CEO one month early,1,fiqa
"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",1,fiqa
Is Trouble Brewing At Legal & General Group Plc And Aviva plc?,0,fiqa
BHP Billiton drags FTSE lower after slashing dividend,0,fiqa
"BHP Billiton slashes dividend, posts $5.67 billion net loss",0,fiqa
CompaniesMeggitt profits hit by weak energy and military markets,0,fiqa
Royal Mail share price edges lower as group raises stamp price,0,fiqa
"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",0,fiqa
GlaxoSmithKline starts hunt for successor to CEO Witty,1,fiqa
"Rio Tinto swings to loss, drops dividend policy",0,fiqa
France raises concerns over proposed LSE-Deutsche Boerse deal,0,fiqa
MarketsBP promotes upstream boss to deputy CEO,1,fiqa
Legal & General share price: Finance chief to step down,0,fiqa
Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase,1,fiqa
Arm profits and sales up as shift away from mobile gains pace,2,fiqa
Barclays appoints JPMorgan's Paul Compton as new COO,1,fiqa
U.S. Debt Lures Schroders as ECB Depresses Rates,1,fiqa
"FastJet slams EasyJet founder Stelios for going public, is 'taking legal advice' over letter about contractual ...",0,fiqa
NYSE owner ICE considers offer for LSE,2,fiqa
News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,2,fiqa
Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),2,fiqa
Intertek swings to Â£347 mln loss on oil's slump,0,fiqa
Sanofi poaches AstraZeneca scientist as new research head,1,fiqa
Tesco breaks its downward slide by cutting sales decline in half,2,fiqa
"News FeedSchroders books solid earnings growth, several board changes",2,fiqa
Intertek Group announces strategic update outlining its plan,1,fiqa
London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,2,fiqa
Tullow Oil Suspends Dividend Amid Oil Price Fall,0,fiqa
NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,0,fiqa
AB InBev to Sell SABMiller Stake in China's Snow Beer,1,fiqa
LSE-Deutsche Boerse merger would signal end to exchange mega-deals,2,fiqa
RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,1,fiqa
Industry NewsWolseley confident in reslilience amid mixed markets,2,fiqa
Tesco criticised for 'disgraceful' advert showing domestic worker being slapped,0,fiqa
FTSE edges up as investors cheer Kingfisher results,2,fiqa
Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital,2,fiqa
Britain's FTSE gets lift from Prudential results,2,fiqa
Amazon's grocery deal with Morrisons is only the beginning,2,fiqa
"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",0,fiqa
ICE Said to Start Lining Up Financing for LSE Bidding War,2,fiqa
"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",0,fiqa
Merkel's Government Said to Support Deutsche Boerse-LSE Merger,2,fiqa
Aviva weighs cash handout after beating profit forecast,2,fiqa
"WPP, World's Largest Ad Agency, Reports Strong 2015 Growth",2,fiqa
"Saudi Aramco, Shell plan to break up Motiva, divide up assets",0,fiqa
AB InBev to sell more SAB assets as seeks EU deal approval,1,fiqa
Tesco's Sales Pickup Isn't Enough,0,fiqa
Spain's CaixaBank Expects To Close Deal For Banco BPI,2,fiqa
ITV share price: Group mulls takeover of Canada's Entertainment One,2,fiqa
Entertainment One dispels ITV takeover rumours,2,fiqa
GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,2,fiqa
Tata Steel working with StanChart for UK unit sale - source,2,fiqa
Crown Castle buys Tower Development Corp for $461 million,2,fiqa
Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,1,fiqa
"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",2,fiqa
"BPI Says Caixabank, Isabel dos Santos Reach Agreement Over Angola Exposure",2,fiqa
Spain's Caixabank launches new takeover bid for Banco BPI,2,fiqa
"Despite sales growth, UK's Tesco cautions recovery to be bumpy",1,fiqa
ITV to pursue takeover of Canada's Entertainment One: Bloomberg,2,fiqa
Shire Sees Baxalta Deal Closing as Expected After New Rules,2,fiqa
"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",2,fiqa
Tesco share price steady as analysts weigh in on results,1,fiqa
Standard Chartered lags on capital worries,0,fiqa
Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs,2,fiqa
Should You Follow Berkshire Hathaway Into Apple Stock?,1,fiqa
Morrisons book second consecutive quarter of sales growth,2,fiqa
Royal Mail gets mixed bag from Ofcom postal regulation report,1,fiqa
UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,0,fiqa
Standard Life share price: Insurer buys advice firm Pearson Jones,2,fiqa
"EU regulators clear $100 billion-plus AB InBev, SABMiller deal",2,fiqa
Retail giant Kingfisher reports 'solid' start to the year,2,fiqa
Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,2,fiqa
"Berkshire discloses unit's ties to Iran, opens probe",0,fiqa
Berkshire Hathaway names Kara Raiguel to lead General Re unit,1,fiqa
"European stocks hover near 3-week low, Dialog and BHP slump",0,fiqa
Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,2,fiqa
MillerCoors Delivers 2.9% Underlying Net Income Growth for 2014,2,fiqa
Australia clears AB Inbev's $100 billion SABMiller buyout plan,2,fiqa
Goodwin not to face Scottish prosecution over RBS,2,fiqa
Royal Mail turnaround proving expensive in tough UK market,1,fiqa
Whitbread buys 49% stake in Pure food chain,2,fiqa
"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears",2,fiqa
Royal Mail share price rallies amid positive broker comments,2,fiqa
InterContinental Hotels first-quarter global room revenue lags estimates,0,fiqa
Aspen to Buy Anaesthetics From AstraZeneca for $520 Million,2,fiqa
London Stock Exchange â€“ Deutsche Boerse merger under threat from Brexit,0,fiqa
Sainsbury CFO Rogers to Replace Home Retail CEO Walden,1,fiqa
BP joins forces with Det Norske in Norway,2,fiqa
BRIEF-Legal & General's retirement business books 4 billion stg H1 sales,2,fiqa
Johnson Matthey revs up on clean air drive,2,fiqa
RBS will reportedly appoint Howard Davies as its next chairman,1,fiqa
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",0,fiqa
Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,2,fiqa
LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,0,fiqa
HSBC Hit by Fresh Details of Tax Evasion Claims,0,fiqa
Tesco sales recover as focus returns to core business,2,fiqa
Johnson Matthey profit falls but dividend rises,1,fiqa
"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",1,fiqa
Priceline's stock jumps to new high for the year after Barclays upgrade,2,fiqa
"Tesco set to sell Kipa, Giraffe businesses - Sky News",2,fiqa
Relief for Lewis as Tesco sees sales grow for first time in a year,2,fiqa
The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,2,fiqa
HSBC Says Unit to Book $585 Million Charge on Settlement,0,fiqa
"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",2,fiqa
Aviva promises higher dividends to boost flagging share price,2,fiqa
CompaniesFresnillo shares jump 8% as silver price breaks $21,2,fiqa
"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",2,fiqa
Berkshire seeks to boost its Wells Fargo stake above 10 percent,2,fiqa
Tesco share price tumbles after negative broker note,0,fiqa
London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse,2,fiqa
UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,2,fiqa
Berkshire applies to boost Wells Fargo stake above 10 percent,2,fiqa
"Aviva, M&G suspend property funds as investors panic",0,fiqa
"UK housing market steadies after Brexit dip, Persimmon says",2,fiqa
BRIEF-Aviva aims to increase dividend pay-out ratio to 50 pct in 2017,2,fiqa
Morrisons finance chief to fill gap as CEO leaves early,0,fiqa
Builder Persimmon hails 6% rise in house sales,2,fiqa
EasyJet attracts more passengers in June but still lags Ryanair,2,fiqa
"UPDATE: Persimmon Profit Up Strongly, Outlook Positive",2,fiqa
TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,2,fiqa
Tesco shareholders back ITV head for chairman,2,fiqa
"Buffett's Berkshire builds Deere stake, dumps Exxon",0,fiqa
Aviva Fined $27 Million by U.K. Regulator Over Fee Failings,0,fiqa
AstraZeneca's patent on asthma drug invalidated by US court,0,fiqa
Rolls-Royce to Ensure Compliance After Petrobras Bribery Report,1,fiqa
Whitbread share price climbs on Q4 sales growth,2,fiqa
Warren Buffett defends Berkshire Hathaway's conglomerate structure,2,fiqa
G4S sees profits rise but UK contract problems remain,2,fiqa
Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,2,fiqa
Auto Trader share price surges as company floats on LSE,2,fiqa
New Credit Suisse boss faces stiff challenge in Asia,0,fiqa
"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February",2,fiqa
Is It Worth Investing In Tesco PLC And Prudential plc Now?,2,fiqa
Insight hires Aviva's David Hillier for multi-asset team,2,fiqa
UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,2,fiqa
Sainsbury's says to outperform rivals in tough market,2,fiqa
CompaniesKingfisher bid for Mr Bricolage runs into trouble,0,fiqa
UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,2,fiqa
"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",2,fiqa
GSK and Novartis complete deals to reshape both drugmakers,2,fiqa
"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",2,fiqa
Citigroup to Sell OneMain to Springleaf for $4.25 Billion,2,fiqa
"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",2,fiqa
British American Tobacco drops and sues PwC over pollution scandal,0,fiqa
UK's FTSE has worst day so far in 2015 as BG and Prudential fall,0,fiqa
"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",0,fiqa
How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,2,fiqa
AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,2,fiqa
RBI surprises Street; Sensex pares gains after hitting mount 30k,0,fiqa
Credit Suisse poaches Prudential's Thiam for Asian push,1,fiqa
Kingfisher takeover of Mr Bricolage could hit a brick wall,0,fiqa
"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",0,fiqa
Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger,1,fiqa
AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,2,fiqa
Legal & General arm buys 50 pct stake in MediaCityUK in Manchester,2,fiqa
Randgold profit hit by poor gold price but dividend still increases,1,fiqa
"CompaniesTravis Perkins lifts dividend, earnings rise 15%",2,fiqa
Market Report: Aviva tops the market as traders approve of its choice of Friends,2,fiqa
Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,1,fiqa
Primark racks up a happy Christmas after strong sales,2,fiqa
"FDA panel backs safety updates for AstraZeneca, Takeda drugs",0,fiqa
CompaniesDiageo stays neutral on India boardroom turmoil,1,fiqa
UPDATE 1-Pearson expects to grow this year after solid end to 2014,2,fiqa
Germanwings disaster will not affect image of budget air travel - easyJet,1,fiqa
Shell's $70 Billion BG Deal Meets Shareholder Skepticism,0,fiqa
Tesco sells Blinkbox and broadband service to TalkTalk,2,fiqa
Shell offers 50 percent premium to buy BG for $70 billion,2,fiqa
WPP boosts sales despite cautious clients,2,fiqa
Shell to buy BG Group in $69.7 billion takeover,2,fiqa
LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,2,fiqa
UPDATE 1-BP shareholders back more disclosure on climate change risks,1,fiqa
Shell challenges Exxon dominance with 47 billion-pound bid for BG,1,fiqa
Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,2,fiqa
City spirits sink after Diageo comes up short with sales slide,0,fiqa
Diageo receives reports from United Spirits on financial irregularities involving ...,0,fiqa
Unilever profit rises despite sales slump in China,2,fiqa
Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,2,fiqa
Tesco sales rise shows tentative recovery continues,2,fiqa
Diageo sales disappoint as currency and comparatives leave bitter taste,0,fiqa
Tesco leads leap in FTSE 100; Marks & Spencer drops,2,fiqa
AstraZeneca profit down as sales of stalwarts fade,0,fiqa
"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO",2,fiqa
Glencore blames rivals for creating metals glut,0,fiqa
Doubts grow over GlaxoSmithKline's $6 bln capital return plan,0,fiqa
easyJet leads Britain's FTSE lower as global bond rout resumes,0,fiqa
Imperial Tobacco Adds Quarterly Dividends After Profit Rose,2,fiqa
Royal Dutch Shell profit rises; dividend up 4%,2,fiqa
BG Group Still Happy With Shell's $70 Billion Offer,2,fiqa
SABMiller buys Meantime to quench thirst for craft beer,2,fiqa
Aviva shuts Friends Life head office in rapid integration move,1,fiqa
Retailers Kingfisher and Sports Direct rise in Britain's share index,2,fiqa
"GlaxoSmithKline targets growth across units, scraps ViiV IPO",2,fiqa
Tesco share price closes higher as two more directors leave grocer,2,fiqa
Tesco leads FTSE higher on Clubcard bid reports,2,fiqa
Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,2,fiqa
"RPT-Old Mutual Q1 gross sales beat forecasts, up 18 pct",2,fiqa
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",0,fiqa
GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,0,fiqa
Glencore chief blames rivals' overproduction for share price fall,0,fiqa
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",0,fiqa
Hargreaves Lansdown share price falls as costs mount - although pensions ...,0,fiqa
"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",2,fiqa
UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,2,fiqa
"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",0,fiqa
MillerCoors Board Names Gavin Hattersley Interim CEO,1,fiqa
"Britain's FTSE gains, Land Securities up after dividend hike",2,fiqa
"Britain's FTSE bounces back, Mondi and Barratt lead",2,fiqa
Morning Agenda: Shire's Deal for NPS,2,fiqa
Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets,2,fiqa
Do it for me' trend underpins UK sales growth at Kingfisher,2,fiqa
"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",2,fiqa
"Centrica extends gas deals with Gazprom, Statoil",2,fiqa
Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,2,fiqa
"Aberdeen AM posts H1 outflows, says conditions to remain challenging",0,fiqa
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,2,fiqa
Severn Trent share price jumps as Canadian investor renews pursuit of utility,2,fiqa
New Morrisons duo get former boss's support to diffuse investor tension,2,fiqa
Slowly adding some $FIO here but gotta be careful. This will be one of biggest winners in 2012,2,fiqa
$TRX http://stks.co/1KkK Long setup. MACD cross.,2,fiqa
I am not optimistic about $amzn both fundementals and charts look like poopoo this quarter.,0,fiqa
$GRPN might be selling off ahead of $P earnings...,0,fiqa
$IACI http://stks.co/tJU Looks good on the weekly chart.,2,fiqa
"$pcln back over ""up"" trendline from 10/4",2,fiqa
RT @robbieLOLZ $NFLX A close above here is looking good for the bulls. Will hold my positions to see where we close at. Keep buying here.,2,fiqa
Profit taking on $AAPL this morning?  That has to be the pressure on the stock.  I'm still bullish on $AAPL.,2,fiqa
$SKX turning. Coming from far could go far. Stock price implies you pay nothing for the business,2,fiqa
$MOS looking good here at $58.65. Calls are active in this month and weekly,2,fiqa
"Sold out $TZA 45 $PUT (down $1), which were hedging my 45 $CALL. Letting the calls ride solo now.",2,fiqa
$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,2,fiqa
$TZOO a close above 28.64 and we are ready to rock and roll,2,fiqa
"I'm liking the price action in $SWKS, currently @21.80 ; my target: 24.00+ before year end.",2,fiqa
$WFT closng higher from here,2,fiqa
$SPPI..building RS. Sweet. I want this to break a new 52week. The earnings growth justifies way higher,2,fiqa
$SPY bull move ended waiting for next setup,0,fiqa
Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,2,fiqa
"$GLD http://stks.co/jr8 Daily chart - though RSI and Stoch. point at a possible move up, there's a lot of resistance.",2,fiqa
$ACOM http://stks.co/1G6x Downside breakout looks to be coming soon.,0,fiqa
$ZAGG getting ready...Target $15 plus on a close over $13.50 on better than avg daily Volume http://chart.ly/lha44tn,2,fiqa
volatility squeeze in $AAPL. I hope it gets resolved to the upside,1,fiqa
"Still short $LNG from $11.70 area...next stop could be down through $9.00. Someone slammed it hard with 230,000 shs this am! More to follow",0,fiqa
Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.,2,fiqa
That bearish outside day Tuesday is significant. 200 day resistance still intact. just my opinion $SDS http://chart.ly/2bey48t,0,fiqa
"RT FITZSTOCK2004: $IYT http://stks.co/1NBF the Transports always lead  the way, and  they broke DT  line  1st, MACD cross,  bull  flag=",2,fiqa
$DUG weekly stochastics finally starting to turn up after long consolidation. Buying here.,2,fiqa
$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,2,fiqa
longed $AMZN 300 @ 189.82,2,fiqa
"$SLW is down, but weekly $34 calls (-28.95%), .23 x .25 have 321 volume. Worth a chance here, jmho: http://stks.co/1Qfg",2,fiqa
"$HSC Receives 7-Year, $50M Contract at New Saudi Arabian Steel Mill",2,fiqa
"Reuters: Green Mountain revenue misses, shares plunge http://stks.co/13mW > $GMCR prints 43.80, market in a foul mood, bad day to disappoint",0,fiqa
"$XLF http://stks.co/1KJ9 Bounced off target buy area, bought $skf as a hedge. watch 50ma's slope",0,fiqa
$vxx adding to position here !,2,fiqa
$GPS Gap September Comparable Store Sales -4%,0,fiqa
Double bottom with handle buy point of 56.49 $WMT http://chart.ly/ml857v3,2,fiqa
$MA http://stks.co/1CYN continues to consolidate / base here,2,fiqa
Nasdaq Sets Up for Breakout Part II | via @AllStarCharts http://stks.co/15Nv  $GOOG $AMZN $QCOM,2,fiqa
$isrg trading at all-time high after strong earnings report with 4 days of short interest.,2,fiqa
$UTSI http://stks.co/15uR Long setup. Reported very good earnings.,2,fiqa
Here come the shorts marchin' in.  $GMCR.  Lovin' it!,0,fiqa
$aapl news is becoming very bullish again http://stks.co/tMU,2,fiqa
stole my tweet. really wouldn't be surprised if we took out 423 and pinned around it RT @totalguru We could possibly even see425 today $AAPL,2,fiqa
"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",2,fiqa
$ES_F. Nice little cup-and-handle shaping up on the 15-minute. End-of-day $SPY $SPX favours a good day for the index. Will we see a gap open,2,fiqa
Short more $FAZ for all who don't know that means markets will tank now :-p,0,fiqa
RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,0,fiqa
"FBR Capital reiterated ""Outperform"" rating on $BRCM with a price target of $45.00 on Friday.",2,fiqa
$ELN longs...congrats...another HOD,2,fiqa
"Casinos red before the bell: $LVS -0.75%, $WYNN -0.47%, $WYNN -0.47% > unusual comibinations of what's running, what's red before the bell",0,fiqa
$TSPT  long 8.00,2,fiqa
$SKH http://stks.co/163e Long setup. Watch for continuation and volume expansion here. Hot sector.,2,fiqa
Looks like its booking a one way ticket to its 40 week MA near 50. Losing 10 week here $LULU http://chart.ly/7xb9h9b,1,fiqa
"RT @joemccann the correleation between the dollar index and $SPY is simply amazing. $DX finds support, $SPY retreats like clockwork",0,fiqa
$FIO won't stay down,2,fiqa
$AAPL http://stks.co/1LDx Clearing this descending trend line / buy area now,2,fiqa
$ROST Nov 90 calls 2.08 .. Go Long until exp imo ! Unless europeans keeps F'ing around !,2,fiqa
i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,0,fiqa
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",1,fiqa
"$ZSL looking very weak, could be a good short setup.",0,fiqa
"@Dlerch LOL! $FMCN back under $17, darn those shorts! No chit Sherlock!",0,fiqa
$mcp rolling over for a new intraday low. Bottom Pickers continue to get destroyed,0,fiqa
"ACE Limited, which has a 17 year dividend growth streak, plans a 33% dividend hike: http://stks.co/1BUE $ACE",2,fiqa
"$AAPL 50DMA turned up, MACD crossover a half-a-hair away on the weekly. EOD break out likely.",2,fiqa
$CIEN http://stks.co/dZU CIEN seems to have broken out of a major horizontal resistance. Targets $14.35.,2,fiqa
like $T for a breakout long as well. getting through the 100 and 200 MA could see it run.,2,fiqa
My $DWA play up 6% today. I'm still skeptical. Will take profits. Not a time cheer,1,fiqa
$IBM staying strong,2,fiqa
"$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now",0,fiqa
"$amzn 4 period RSI is down at 20, just read Connors book on trading strategies",2,fiqa
$SIGA Bid for Reargument Denied by Judge,0,fiqa
"RT @andrewnyquist Chartology: Yahoo: http://stks.co/1itr $YHOO  Crazy looking chart, but nearing breakout resistance line...",2,fiqa
$CERN - consolidating above 50 & 200 MA - nice long entry here w stop below 10 MA - targeting $70 area,2,fiqa
$SPY http://stks.co/1MiR We're holding above Wednesday and Thursday closes. I'm leaning bullish. Small postions. Waiting.,2,fiqa
$RDC Rowan Expands Share Repurchase Program to $150 million,2,fiqa
$NVDA sideways,1,fiqa
$HITK  Resuming advance into new historical highs.,2,fiqa
Held its recent double bottom buy point of 56.57 almost to the penny today $WMT http://chart.ly/6nosp5q,2,fiqa
$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,2,fiqa
RT @Street_Insider The Steve Jobs Effect? Apple $AAPL First Day iPhone 4S Sales Were Off the Charts http://stks.co/YYe,2,fiqa
"that was quick, out $FIO 21.35, market tanking, scaling down longs now",0,fiqa
$SPY extreme win today - 2 cents above 2009  low on 10-year and $SPY up 2 percent - life is a bowl of cherries - great short setting up $$,0,fiqa
$LNT Increases Annual Dividend Target to $1.80/Share from $1.70/Share,2,fiqa
