text,label,source
Rio Tinto downgraded to neutral from overweight at J.P. Morgan,0,twitter
"Rosenblatt Projects 47% Downside In Apple Shares, Warns Of Drop In iPhone Production",0,twitter
Royal Caribbean downgraded to sell from buy at CFRA,0,twitter
Royal Caribbean stock price target cut to $100 from $135 at CFRA,0,twitter
Royal Caribbean's stock falls after CFRA swings to bearish on 'more dire' coronavirus assessment,0,twitter
Scandinavian Tobacco Group A/S Earnings Missed Analyst Estimates: Here's What Analysts Are Forecasting Now,0,twitter
Sherwin-Williams cut from Conviction Buy at Goldman on valuation,0,twitter
Sirius downgraded on valuation,0,twitter
Spotify Double Downgrade Reflects Prospect of Slower Revenue Growth https://t.co/jMJ3N4A06T,0,twitter
SunTrust latest to trim Nielsen target,0,twitter
Taco Bell parent Yum Brands downgraded to neutral from buy at BTIG,0,twitter
Take-Two downgraded on murky game slate,0,twitter
Take-Two Interactive stock price target cut to $124 from $133 at MKM Partners,0,twitter
Target Hospitality downgraded to perform from outperform at Oppenheimer,0,twitter
Taubman Centers downgraded to sector weight from overweight at KeyBanc Capital,0,twitter
"The Manitowoc Company, Inc. Just Reported Earnings, And Analysts Cut Their Target Price",0,twitter
Transocean started at sell with $3 stock price target at Deutsche Bank,0,twitter
Ultra Clean downgraded to hold from buy at Stifel Nicolaus,0,twitter
Wells Fargo Downgrades Netflix $NFLX to Underperform but sees as a takeover target. NFLX could get acquired: NFLX i… https://t.co/vuNpYwRDSg,0,twitter
Wells Fargo Downgrades Netflix On Spending Concerns,0,twitter
"Wells Fargo downgrades Netflix: 'If content is king, then cash is queen' https://t.co/niUwYR5YUD",0,twitter
Welltower stock price target cut to $90 from $95 at J.P. Morgan,0,twitter
WWE stock price target cut to $57 from $79 at Benchmark,0,twitter
$ALTG: Dougherty & Company starts at Buy,1,twitter
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,1,twitter
$ANCUF: BMO Capital Markets ups to Outperform,1,twitter
$BHE: Lake Street starts at Buy,1,twitter
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,1,twitter
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,1,twitter
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,1,twitter
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,1,twitter
$FLXN: BTIG Research starts at Buy https://t.co/MCyfTsXc2N,1,twitter
"$FNV - Franco-Nevada will not need more funding despite suspensions, analyst says https://t.co/pyARTEahWH",1,twitter
$GBT: Cantor Fitzgerald resumes at Overweight,1,twitter
$GM - Morgan Stanley sees GM doubling in bull case scenario https://t.co/uNK2xzGQuq,1,twitter
$GOOS: Barclays starts at Overweight,1,twitter
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,1,twitter
"$JD - New https://t.co/BDnqOJSFq5 bull praises acceleration, margin profile https://t.co/Swtzl0mjnF",1,twitter
$JD: Barclays ups to Overweight,1,twitter
$KHC - JPMorgan constructive on Kraft Heinz https://t.co/Sp4I2ehAVw,1,twitter
$KIM: Compass Point ups to Neutral,1,twitter
$LOW - Lowe's racks up another positive rating despite recession risk https://t.co/ekx4f6aqIK,1,twitter
$LRCX - Lam target boosted on 'compelling' setup https://t.co/TBgKmZH6pM,1,twitter
$LULU: Barclays starts at Overweight https://t.co/MCyfTsXc2N,1,twitter
"$MU $WDC - Bull sees 2020 upsides for MU, WDC https://t.co/65zGfs82xI",1,twitter
$NBY Rated buy https://t.co/xWbLXU1yOY,1,twitter
$NFLX - SunTrust expecting Netflix to post strong user growth https://t.co/6z62FXsUom,1,twitter
$NVDA - Nvidia set for gaming tailwinds - BofA https://t.co/l3m78pJzrW,1,twitter
$OCN - BTIG sees 'material improvement' to Ocwen book value https://t.co/8MMo05uiM6,1,twitter
$OYST: Cowen starts at Outperform,1,twitter
$RAPT: BMO Capital Markets starts at Outperform,1,twitter
$RNG - Evercore starts RingCentral at Outperform https://t.co/rfNcO3sw2k,1,twitter
$SBAC $SBAC $AMT - MoffettNathanson boosts SBAC to Buy https://t.co/8k4l0c5x89,1,twitter
$SNAP - Loop turns bullish on Snap ad growth https://t.co/TekdZS48et,1,twitter
$STXS: Lake Street starts at Buy,1,twitter
$TENB - Cowen sees upside in TENB's Indegy purchase https://t.co/Ve7bTreR7Y,1,twitter
"$UBER $LYFT - Uber, Lyft can raise prices to profit - Barclays https://t.co/1xx084l36h",1,twitter
$WABC: Maxim Group ups to Buy,1,twitter
$WRI: Compass Point ups to Buy,1,twitter
$ZS - New Zscaler bull sees 'sustainable' growth; shares +4% https://t.co/4fx811IVG5,1,twitter
"Activision, Take-Two charts look 'constructive' as Wells Fargo gets bullish on video game plays: Trader $ATVI $TTWO… https://t.co/1s0WRleA2n",1,twitter
Adobe stock price target raised to $315 vs. $290 at Wedbush,1,twitter
Adobe stock price target raised to $318 vs. $310 at Instinet,1,twitter
Aegis Capital positive on Netflix usage trend,1,twitter
"After a 60% drop in 6 months, Bank of America says buy pot stock Canopy",1,twitter
Akero Therapeutics started at buy with $36 stock price target at Canaccord Genuity,1,twitter
Align Technology stock price target raised to $305 from $290 at Stifel Nicolaus,1,twitter
Allergan upgraded to buy from neutral at UBS,1,twitter
Altria stock price target raised to $54 from $50 at Stifel Nicolaus,1,twitter
Amneal Pharma price target raised to $6 vs. $4 at SunTrust Robinson Humphrey,1,twitter
"An analyst at Loop Capital upgrades $LYFT  to buy from hold, citing higher revenue growth potential.  https://t.co/2blCalNe9P",1,twitter
Analyst: AT&T Is The Top Telecom Pick For 2020,1,twitter
Analysts Mostly Bullish On Newly Public Insurance Firm BRP Group,1,twitter
Analysts See 18% Gains Ahead For The Holdings Of The First Trust Dow Jones Internet Index Fund ETF,1,twitter
Ansys stock price target raised to $265 from $235 at Benchmark,1,twitter
Anthem stock price target raised to $330 from $300 at SunTrust RH,1,twitter
Applied Industrial Technologies stock price target raised to $70 from $65 at KeyBanc Capital,1,twitter
arGen-X stock price target raised to $255 vs. $203 at Instinet,1,twitter
Armata Pharmaceuticals started at buy with $8 stock price target at Maxim Group,1,twitter
Arrow Electronics stock price target raised to $87 vs. $84 at SunTrust Robinson Humphrey,1,twitter
"Asset Management One Co. has a bullish call on Treasuries. One for the long, long run https://t.co/8go8ZhMvdc",1,twitter
Audentes Therapeutics stock price target raised to $40 from $34 at Evercore ISI,1,twitter
Audentes Therapeutics upgraded to outperform from in line at Evercore ISI,1,twitter
Axcelis Technologies stock price target raised to $32 from $24 at Benchmark,1,twitter
Baird bullish on beat-up Canada Goose,1,twitter
Baird likes drug wholesalers in premarket analyst action,1,twitter
Baird returns to Wingstop bull camp,1,twitter
Baker Hughes started at buy with $32 stock price target at Deutsche Bank,1,twitter
Bank of America stock price target raised to $49 from $48 at Oppenheimer,1,twitter
Barclays analysts says Uber and Lyft are well-positioned to achieve profitability https://t.co/emLga0CBm1,1,twitter
"Bausch Health upgraded to overweight from neutral at JPMorgan, price target raised to $38 from $32",1,twitter
Bed Bath & Beyond reiterated as buy at BofA Merrill Lynch,1,twitter
Belden stock price target raised to $56 vs. $54 at SunTrust Robinson Humphrey,1,twitter
Benchmark says this roof supplier is a Buy,1,twitter
Bernstein turns bullish on VMware's valuation,1,twitter
Berry Petroleum upgraded to sector weight from underweight at KeyBanc Capital,1,twitter
Best Buy stock price target raised to $105 from $86 at Oppenheimer,1,twitter
Biogen stock price target raised to $392 from $320 at Instinet,1,twitter
Biogen stock price target raised to $410 from $350 at SVB Leerink,1,twitter
Boeing stock price target raised to $427 from $406 at CFRA,1,twitter
"BofA Upgrades WestRock After Containerboard Conference, London Pulp Week",1,twitter
"Bouygues SA Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",1,twitter
BTIG expects Domino's to boost buybacks,1,twitter
BTIG sees 'material improvement' to Ocwen book value,1,twitter
"Bull sees 2020 upsides for MU, WDC",1,twitter
Cabot upgraded to buy from neutral at UBS,1,twitter
"Canada Goose upgraded to outperform from neutral at Baird, price target C$53",1,twitter
Capital Southwest initiated at outperform at Raymond James with $23.50 price target,1,twitter
Celanese stock price target raised to $120 vs. $111 at BofA Merrill Lynch,1,twitter
CF Industries stock price target raised to $56 vs. $52 at BofA Merrill Lynch,1,twitter
CF Industries upgraded to buy vs. neutral at BofA Merrill Lynch,1,twitter
Ciena stock price target raised to $47 vs. $43 at Instinet,1,twitter
Citi gives big boost to Deere PT,1,twitter
Citi reels in PT on Nu Skin,1,twitter
"CITRON SAYS IT'S LONG ON LUCKIN COFFEE

MW vs CItron",1,twitter
CNH Industrial upped to Buy at Deutsche Bank on valuation,1,twitter
Copa Holdings stock price target raised to $130 from $103 at Deutsche Bank,1,twitter
Costco price target raised to $330 vs. $320 at BofA Merrill Lynch,1,twitter
CSX stock price target raised to $90 from $72 at Deutsche Bank,1,twitter
CSX upgraded to buy from hold at Deutsche Bank,1,twitter
CVS Health stock price target raised to $90 from $85 at SunTrust RH,1,twitter
CyrusOne upgraded to overweight from sector weight at KeyBanc Capital,1,twitter
Diamondrock Hospitality upgraded to sector weight from underweight at KeyBanc Capital,1,twitter
DLH Holdings maintained as buy with $7 price target at Canaccord,1,twitter
Domtar upgraded to market perform at BMO Capital,1,twitter
Dow stock price target raised to $52 vs. $46 at BofA Merrill Lynch,1,twitter
"Earnings Update: Here's Why Analysts Just Lifted Their Aemetis, Inc. Price Target To US$2.25",1,twitter
Earnings Update: Here's Why Analysts Just Lifted Their Milestone Scientific Inc. Price Target To US$2.00,1,twitter
"Earnings Update: Here's Why Analysts Just Lifted Their Skyworks Solutions, Inc. Price Target To US$104",1,twitter
Eastman Chemical stock price target raised to $85 vs. $82 at BofA Merrill Lynch,1,twitter
Edgewell stock price target raised to $41 from $33 at CFRA,1,twitter
Elastic upgraded to buy from hold at Canaccord Genuity,1,twitter
"Enbridge upgraded to buy from neutral at UBS, price target lifted to C$54 from C$50",1,twitter
"Energizer Holdings upgraded to neutral from underweight at JP Morgan, price target lifted to $51 from $41",1,twitter
Energizer shakes off JPMorgan's bear call,1,twitter
Equity Lifestyle Properties upgraded to outperform at BMO Capital,1,twitter
Estee Lauder stock price target raised to $238 from $202 at Raymond James,1,twitter
Etsy initiated as buy with $55 price target at SunTrust Robinson Humphrey,1,twitter
FedEx stock price target raised to $168 from $163 at BofA Securities,1,twitter
FleetCor stock price target raised to $325 from $310 at CFRA,1,twitter
Ford's electric SUV impresses Credit Suisse,1,twitter
Fortinet stock price target raised to $115 from $104 at BMO Capital,1,twitter
Fortinet stock price target raised to $120 from $110 at Monness Crespi Hardt,1,twitter
"Glenmark Pharmaceuticals Limited Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",1,twitter
Goldman adds Workday to conviction list; shares +1%,1,twitter
"Goldman Says 36,000% Rally in Brazilian Retailer Has Room to Run",1,twitter
GrubHub stock price target raised to $40 from $34 at Oppenheimer,1,twitter
GrubHub stock price target raised to $60 from $30 at Susquehanna,1,twitter
Hasbro upgraded on earnings growth potential from Entertainment One acquisition,1,twitter
"Hasbro upgraded to buy from neutral at UBS, price target $117",1,twitter
Heat Biologics started at buy with $1 stock price target at Maxim Group,1,twitter
"Home Depot upgraded to outperform from neutral at Credit Suisse, price target raised to $235 from $225",1,twitter
Humana stock price target raised to $363 from $319 at Deutsche Bank,1,twitter
Huntsman named Conviction Buy at Goldman in chemical sector shuffle,1,twitter
Intel stock price target raised to $62 vs. $60 at SunTrust Robinson Humphrey,1,twitter
Intercept Pharmaceuticals maintained as buy with $165 price target at Canaccord,1,twitter
Invitae Corp. maintained as buy at Benchmark,1,twitter
J.C. Penney stock price target raised to $1.00 from 80 cents at B. Riley FBR,1,twitter
Jabil stock price target raised to $47 from $36 at CFRA,1,twitter
Jefferies analysts lifted Tesla $TSLA shares to buy while paring the price target 19%. https://t.co/BJhXfQuRTd,1,twitter
JPMorgan likes Bausch Health in premarket analyst action,1,twitter
JPMorgan out bullish on Uber's upside potential,1,twitter
Kilroy Realty upgraded to overweight from sector weight at KeyBanc Capital,1,twitter
L3Harris started at buy with $280 stock price target at Benchmark,1,twitter
Lagging MLP upgraded at Goldman as new projects seen lifting cash flows,1,twitter
Ligand Pharmaceuticals started at buy with $135 stock price target at Benchmark,1,twitter
Lovesac maintained as buy at Canaccord,1,twitter
Lululemon stock price target raised to $260 vs. $222 at Susquehanna,1,twitter
Lyft stock gets an upgrade due to competitive positioning,1,twitter
LyondellBasell sock price target raised to $107 vs. $99 at BofA Merrill Lynch,1,twitter
Magnolia Oil & Gas started at overweight with $14 stock price target at KeyBanc Capital,1,twitter
Mesa Air reiterated as outperform at Cowen,1,twitter
Microchip Technology stock price target raised to $113 vs. $106 at SunTrust Robinson Humphrey,1,twitter
Mizuho raises Intel on aggressive price cuts,1,twitter
Molina Healthcare stock price target raised to $165 from $155 at SunTrust RH,1,twitter
Morgan Stanley analyst Joseph Moore upgraded NVIDIA (NASDAQ: $NVDA) from Equalweight to Overweight with a price tar… https://t.co/NVjiO6Brwb,1,twitter
Morgan Stanley bullish on Eldorado Resorts ahead of Caesars combination,1,twitter
Morgan Stanley joins mortgage sector bulls,1,twitter
Morgan Stanley Raises Fortinet's Price Target After Bullish Analyst Day,1,twitter
Morgan Stanley upgrades NVIDIA $NVDA from Equal-Weight to Overweight and announces $259 price target.,1,twitter
"Morgan Stanley upgrades Nvidia to buy, predicting 2020 will be 'a return to solid growth' https://t.co/9gTGxKbSGj",1,twitter
"Munster Doubles Down, Says Apple Has 40% Upside This Year",1,twitter
New bull sees 22% upside for Splunk,1,twitter
New for subscribers:  Morgan Stanley adds Amazon to its list of favorite stocks. Here are the rest... https://t.co/QbgS6IQXRt,1,twitter
Newmont Goldcorp stock price target raised to $41.50 from $39.50 at B. Riley FBR,1,twitter
NLight target raised on Nutronics deal,1,twitter
Nokia stock price target raised to $6.00 from $5.50 at MKM Partners,1,twitter
Nuvasive upgraded to outperform vs market perform at Leerink,1,twitter
"Nvidia Has One Of The Best Opportunities To Maintain High Multiple, Morgan Stanley Says In Upgrade",1,twitter
Nvidia stock climbs after Morgan Stanley turns bullish,1,twitter
NXP Semiconductors stock price target raised to $139 vs. $128 at SunTrust Robinson Humphrey,1,twitter
Olin Corp. stock price target raised to $23 vs. $22 at BofA Merrill Lynch,1,twitter
"One analyst says TD could unlock ""significant value"" by selling its minority stake in Ameritrade after its purchase… https://t.co/swy7IVNnQE",1,twitter
Onto Innovation stock price target raised to $50 from $40 at Benchmark,1,twitter
Owens Corning upgraded at Wells after raising residential insulation prices,1,twitter
"Owens Corning Upgraded On Strong Insulation, Roofing Potential",1,twitter
Oyster Point Pharma initiated at overweight with $26 price target at JP Morgan,1,twitter
"Paul Tudor Jones Sees the Potential for a Stock Market Explosion, to the Upside",1,twitter
PennMac Financial rises to record as Piper gets more bullish,1,twitter
Piper likes DexCom in premarket analyst action,1,twitter
"Pixelworks, Inc. Just Reported And Analysts Have Been Lifting Their Price Targets",1,twitter
PPG Industries stock price target raised to $113 vs. $105 at BofA Merrill Lynch,1,twitter
Prothena upgraded to outperform from in line at Evercore ISI,1,twitter
Purple Innovation initiated at overweight with $12 price target at KeyBanc Capital,1,twitter
Quanterix maintained as outperform with $35 price target at Leerink,1,twitter
Results: KLA Corporation Beat Earnings Expectations And Analysts Now Have New Forecasts,1,twitter
RPM International stock price target raised to $79 vs. $75 at BofA Merrill Lynch,1,twitter
S&P Global stock price target raised to $322 from $274 at Stifel Nicolaus,1,twitter
Sanderson Farms stock price target raised to $159 from $150 at J.P. Morgan,1,twitter
Schlumberger started at buy with $42 stock price target at Deutsche Bank,1,twitter
Selvaag Bolig ASA Just Beat Earnings Expectations: Here's What Analysts Think Will Happen Next,1,twitter
"SoftBank will have the ""last laugh"" with WeWork deal, one Bernstein analyst says https://t.co/qmfAPKICdp",1,twitter
Sonoma Pharma maintained as buy with $9 price target at Benchmark,1,twitter
Splunk upgraded to overweight at Morgan Stanley,1,twitter
"Starbucks Stock Is a Buy, According to This Investment Bank",1,twitter
Starbucks upgraded to overweight at J.P. Morgan after meeting with executives,1,twitter
"Stifel Upgrades Parker-Hannifin On Potential Synergies, Industry Recovery Prospects",1,twitter
"Stifel Upgrades Wendy's, Bullish On Breakfast And Digital Prospects",1,twitter
"Syanptics raised on forecast, margin strength",1,twitter
Synaptics stock price target raised to $40 from $32 at J.P. Morgan,1,twitter
"Synopsys upgraded to overweight from neutral at JPMorgan, price target raised to $160 from $157",1,twitter
TE Connectivity stock price target raised to $95 vs. $94 at SunTrust Robinson Humphrey,1,twitter
Teekay Tankers upped two notches to Buy at BAML,1,twitter
Texas Instruments stock price target raised to $125 vs. $122 at SunTrust Robinson Humphrey,1,twitter
Twitter stock price target raised to $36.50 from $34.50 at Wedbush,1,twitter
Twitter stock price target raised to $38 from $36 at SunTrust RH,1,twitter
Twitter stock price target raised to $47 from $34 at Susquehanna,1,twitter
"Twitter, Inc. Just Reported And Analysts Have Been Lifting Their Price Targets",1,twitter
U.S. Well Services initiated at buy with $3.50 price target at Stifel,1,twitter
Uber stock price target raised to $45 from $34 at MKM Partners,1,twitter
Uber stock price target raised to $49 from $47 at BofA Securities,1,twitter
Uber stock price target raised to $50 from $45 at Oppenheimer,1,twitter
Uber stock price target raised to $52 from $50 at Wedbush,1,twitter
Uber stock price target raised to $54 from $50 at Deutsche Bank,1,twitter
UBS raises Peloton’s price target to $40,1,twitter
UBS upgrades Hasbro on strong sales of Frozen II dolls into Black Friday https://t.co/23HWM60K7q,1,twitter
UDR upgraded to overweight from sector weight at KeyBanc Capital,1,twitter
Unisys stock price target raised to $21 from $18 at Sidoti & Co.,1,twitter
UnitedHealth stock price target raised to $338 from $303 at CFRA,1,twitter
Upgrades 11/25: $ARWR $CACI $CF $DECK $DKS $ENR $EQM $ETRN $FE $HAS $HLX $JD $KIM $LYFT $NTR $NVDA $ORAN $PROS $SNAP $WEN $WING $WRI $ZS,1,twitter
Upgrades 4/7: $AMT $BHP $BK $CHH $ENI $EQNR $ETR $EXR $FCX $HOLX $HSIC $LOW $LSI $MAR $MAS $MGP $MHK $MXL $NGG $NWE… https://t.co/jXZNb22Cwb,1,twitter
Vertex Pharmaceuticals stock price target raised to $248 from $240 at BMO Capital,1,twitter
Vertical Research expects Allison Transmission to break out,1,twitter
Voyager Therapeutics started at outperform with $26 stock price target at Oppenheimer,1,twitter
Walt Disney stock price target raised to $143 from $141 at Imperial Capital,1,twitter
"Wells Fargo analyst Dori Kesten lifted her rating on Marriott $MAR to overweight, noting that the hotel chain's sha… https://t.co/9TLXzYZjUs",1,twitter
Wells still bullish on T-Mobile after unsurprising CEO change,1,twitter
Westlake Chemical stock price target raised to $65 vs. $64 at BofA Merrill Lynch,1,twitter
WestRock stock price target raised to $48 from $42 at BofA Merrill Lynch,1,twitter
WestRock upgraded to buy from neutral at BofA Merrill Lynch,1,twitter
Why Credit Suisse Sees the S&P 500 Gaining 10% in 2020,1,twitter
Williams Cos. initiated as buy with $27 price target at SunTrust Robinson Humphrey,1,twitter
"Workday added to Goldman's conviction list, stock gains",1,twitter
Zendesk stock price target raised to $85 from $75 at Stifel Nicolaus,1,twitter
Zendesk targets raised after 'solid' results,1,twitter
$LB - MKM Partners puts a number on Victoria's Secret https://t.co/VSzHLqLBgE,2,twitter
$WING - Baird returns to Wingstop bull camp https://t.co/KfPaweOVgo,2,twitter
Analysts React To FCC Decision On Intelsat C-Band Spectrum Auction,2,twitter
Arex Capital ramps up pressure on Zagg,2,twitter
Aviation Capital Group Assigned ‘Baa2’ Rating by Moody’s https://t.co/kEKxNfJEgZ https://t.co/5hasUcG1ON,2,twitter
"Benzinga's Top Upgrades, Downgrades For December 17, 2019",2,twitter
